2330.TW,台積電,62.00,-0.30,-0.48%,777645
2891.TW,中信金,747076,30569,19.45,-0.45
2891.TW.TW,中信金,-2.26%,534258,507984,26274
2311.TW,日月光,26.00,0.00,0.00%,427728
3481.TW,奇美電,403018,24710,41.95,0.15
3481.TW.TW,奇美電,+0.36%,359043,338421,20622
1301.TW,臺塑,91.40,1.40,+1.56%,285425
2603.TW,長榮,266147,19278,25.45,0.70
2603.TW.TW,長榮,+2.83%,219610,204713,14897
2337.TW,旺宏,19.20,-0.05,-0.26%,255795
1303.TW,南亞,243124,12671,70.00,0.00
1303.TW.TW,南亞,0.00%,188561,176841,11720
2347.TW,聯強,75.50,0.90,+1.21%,127808
1440.TW,南紡,116108,11700,20.15,-1.10
1440.TW.TW,南紡,-5.18%,177378,166619,10759
3231.TW,緯創,62.30,2.20,+3.66%,184982
910322.TW,康師傅,175110,9872,39.80,-1.05
910322.TW.TW,康師傅,-2.57%,51290,42179,9111
1101.TW,台泥,33.05,-0.45,-1.34%,205009
1326.TW,臺化,196339,8670,88.70,-0.10
1326.TW.TW,臺化,-0.11%,148966,140677,8289
2382.TW,廣達,55.00,-0.20,-0.36%,218715
2325.TW,矽品,210511,8204,32.40,-1.10
2325.TW.TW,矽品,-3.28%,235223,227283,7940
1314.TW,中石化,26.70,-0.05,-0.19%,162748
2317.TW,鴻海,154825,7923,116.00,-2.00
2317.TW.TW,鴻海,-1.69%,271097,263363,7734
1907.TW,永豐餘,15.35,-0.40,-2.54%,96660
1102.TW,亞泥,89898,6762,31.90,-0.35
1102.TW.TW,亞泥,-1.09%,82444,75755,6689
2384.TW,勝華,52.10,-0.20,-0.38%,431225
2412.TW,中華電,424705,6520,71.30,-0.40
2412.TW.TW,中華電,-0.56%,278935,272820,6115
3034.TW,聯詠,91.00,0.40,+0.44%,76622
2886.TW,兆豐金,70621,6001,21.20,0.00
2886.TW.TW,兆豐金,0.00%,278836,272974,5862
1402.TW,遠東新,46.60,-0.30,-0.64%,250807
1902.TW,臺紙,244975,5832,19.50,-0.55
1902.TW.TW,臺紙,-2.74%,94125,88376,5749
2014.TW,中鴻,13.40,-0.10,-0.74%,104653
9938.TW,百和,98921,5732,34.10,-0.60
9938.TW.TW,百和,-1.73%,43344,37802,5542
2504.TW,國產,16.35,0.00,0.00%,158441
911610.TW,聯環,152953,5488,20.35,1.30
911610.TW.TW,聯環,+6.82%,18724,13309,5415
1704.TW,榮化,64.00,-0.80,-1.23%,99312
2349.TW,錸德,93921,5391,8.51,-0.09
2349.TW.TW,錸德,-1.05%,114972,109718,5254
9904.TW,寶成,28.80,-0.25,-0.86%,145519
2854.TW,寶來證,140366,5153,16.30,-0.05
2854.TW.TW,寶來證,-0.31%,140871,135901,4970
2105.TW,正新,71.40,-0.40,-0.56%,120563
1802.TW,台玻,115816,4747,37.25,-0.85
1802.TW.TW,台玻,-2.23%,81456,76720,4736
2838.TW,聯邦銀,8.89,-0.01,-0.11%,13892
3045.TW,台灣大,9370,4522,67.80,0.50
3045.TW.TW,台灣大,+0.74%,155355,150865,4490
1722.TW,台肥,108.00,-1.00,-0.92%,102072
1737.TW,臺鹽,97978,4094,25.20,0.05
1737.TW.TW,臺鹽,+0.20%,38747,34765,3982
1304.TW,臺聚,26.90,-0.65,-2.36%,126787
2448.TW,晶電,122841,3946,97.40,-1.20
2448.TW.TW,晶電,-1.22%,128131,124289,3842
2501.TW,國建,17.55,0.20,+1.15%,142442
2889.TW,國票金,138935,3507,9.78,-0.02
2889.TW.TW,國票金,-0.20%,68220,64751,3469
5522.TW,遠雄建,74.80,-0.10,-0.13%,31875
4904.TW,遠傳,28573,3302,44.40,0.05
4904.TW.TW,遠傳,+0.11%,57312,54063,3249
9151.TW,旺旺,28.00,0.00,0.00%,26717
6505.TW,台塑化,23486,3231,82.90,-0.80
6505.TW.TW,台塑化,-0.96%,70206,67244,2962
2308.TW,台達電,125.50,-2.00,-1.57%,81962
3036.TW,文曄,79071,2891,47.95,-0.50
3036.TW.TW,文曄,-1.03%,41813,39037,2776
